"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","372.408","1.019","3.355","13.434","121","8.747","78,8"
"Bayern","510.300","1.553","3.888","17.423","133","13.323","101,5"
"Berlin","149.034","309","4.061","4.796","131","3.085","84,1"
"Brandenburg","90.161","213","3.575","3.401","135","3.321","131,7"
"Bremen","21.458","84","3.150","816","120","407","59,7"
"Hamburg","62.950","208","3.408","2.634","143","1.397","75,6"
"Hessen","224.677","633","3.573","8.827","140","6.375","101,4"
"Mecklenburg-
Vorpommern","31.582","212","1.964","1.480","92","875","54,4"
"Niedersachsen","202.825","715","2.537","8.094","101","4.908","61,4"
"Nordrhein-Westfalen","625.794","1.455","3.487","22.240","124","14.316","79,8"
"Rheinland-Pfalz","119.354","527","2.915","4.376","107","3.342","81,6"
"Saarland","32.386","111","3.282","862","87","927","93,9"
"Sachsen","226.879","737","5.572","7.723","190","8.432","207,1"
"Sachsen-Anhalt","75.370","352","3.434","3.500","159","2.730","124,4"
"Schleswig-Holstein","51.028","165","1.757","1.965","68","1.441","49,6"
"Thüringen","97.677","204","4.579","4.847","227","3.387","158,8"
"Gesamt","2.893.883","8.497","3.480","106.418","128","77.013","92,6"
