"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","2,756 
723 
11,830 
106.6 
2,022 
18.2 
80,233","",""
"Bavaria","104,764 
2,690 
798 
15,553 
118.5 
2,804 
21.4","",""
"Berlin","31,440 
1,084 
857 
5,513 
150.2 
255 
6.9","",""
"Brandenburg","7,831 
363 
311 
1,233 
48.9 
193 
7.7","",""
"Bremen","5,331 
231 
783 
1,197 
175.7 
72 
10.6","",""
"Hamburg","13,357 
410 
723 
1,717 
92.9 
283 
15.3","",""
"Hesse","40,998 
1,905 
652 
9,493 
151.0 
646 
10.3","",""
"Mecklenburg- 
Western Pomerania","2,782 
166 
173 
690 
42.9 
23 
1.4","",""
"Lower Saxony","35,942 
1,714 
450 
6,098 
76.3 
748 
9.4","",""
"North Rhine-Westphalia","132,479 
5,032 
738 
26,306 
146.6 
2,155 
12.0","",""
"Rhineland-Palatinate","20,103 
995 
491 
3,955 
96.6 
285 
7.0","",""
"Saarland","6,249 
107 
633 
1,041 
105.5 
188 
19.0","",""
"Saxony","17,196 
703 
422 
3,766 
92.5 
317 
7.8","",""
"Saxony-Anhalt","5,067 
263 
231 
1,107 
50.4 
79 
3.6","",""
"Schleswig-Holstein","8,028 
312 
276 
1,456 
50.1 
175 
6.0","",""
"Thuringia","6,953 
328 
326 
1,295 
60.7 
207 
9.7","",""
"Total","518,753 
19,059 
624 
92,250 
110.9 
10,452 
12.6","",""
