"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","37,767 
18 
341","316 
2.9","1,858 
16.8"
"Bayern","51,803 
9 
396","632 
4.8","2,626 
20.1"
"Berlin","9,688 
48 
258","351 
9.4","224 
6.0"
"Brandenburg","3,626 
4 
144","50 
2.0","169 
6.7"
"Bremen","1,803 
3 
264","21 
3.1","56 
8.2"
"Hamburg","5,664 
54 
308","221 
12.0","262 
14.2"
"Hessen","12,703 
101 
203","572 
9.1","525 
8.4"
"Mecklenburg-
Vorpommern","936 
6 
58","56 
3.5","20 
1.2"
"Niedersachsen","14,943 
32 
187","341 
4.3","654 
8.2"
"Nordrhein-
Westfalen","51,561 
231 
288","2,180 
12.2","1,759 
9.8"
"Rheinland-
Pfalz","7,771 
23 
190","220 
5.4","239 
5.9"
"Saarland","2,926 
13 
295","36 
3.6","174 
17.6"
"Sachsen*","5,632 
0 
138","84 
2.1","225 
5.5"
"Sachsen-
Anhalt*","2,057 
0 
93","27 
1.2","64 
2.9"
"Schleswig-
Holstein","3,586 
8 
124","115 
4.0","158 
5.5"
"Thüringen","3,425 
5 
160","49 
2.3","183 
8.5"
"Gesamt","215,891 
555 
260","5,271 
6.3","9,196 
11.1"
