"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","37.038 
121 
335","435 
3,9","1.843 
16,6"
"Bayern","50.696 
107 
388","676 
5,2","2.621 
20,0"
"Berlin","9.071 
51 
242","220 
5,9","223 
5,9"
"Brandenburg","3.531 
4 
141","22 
0,9","168 
6,7"
"Bremen","1.758 
6 
257","33 
4,8","55 
8,1"
"Hamburg","5.338 
12 
290","82 
4,5","261 
14,2"
"Hessen","11.806 
63 
188","336 
5,4","518 
8,3"
"Mecklenburg-
Vorpommern","849 
4 
53","38 
2,4","20 
1,2"
"Niedersachsen","14.305 
17 
179","170 
2,1","649 
8,1"
"Nordrhein-
Westfalen","47.965 
225 
267","1.470 
8,2","1.730 
9,6"
"Rheinland-
Pfalz","7.456 
14 
183","89 
2,2","239 
5,9"
"Saarland","2.857 
5 
288","22 
2,2","174 
17,6"
"Sachsen","5.525 
7 
135","22 
0,5","225 
5,5"
"Sachsen-
Anhalt","1.997 
6 
90","28 
1,3","64 
2,9"
"Schleswig-
Holstein","3.379 
38 
117","101 
3,5","156 
5,4"
"Thüringen","3.355 
4 
157","29 
1,4","182 
8,5"
"Gesamt","206.926 
684 
249","3.773 
4,5","9.128 
11,0"
