"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Berlin","172.647","317","4.705","3.654","100","3.301","90"
"Brandenburg","104.930","256","4.161","2.248","89","3.630","144"
"Bremen","26.106","89","3.832","676","99","461","68"
"Hamburg","73.832","206","3.997","1.405","76","1.519","82"
"Hessen","272.962","1.113","4.341","7.621","121","7.055","112"
"Mecklenburg-
Vorpommern","41.961","148","2.609","1.418","88","1.043","65"
"Niedersachsen","247.016","932","3.090","6.670","83","5.406","68"
"Nordrhein-Westfalen","768.194","3.144","4.280","23.196","129","15.927","89"
"Rheinland-Pfalz","145.284","351","3.549","3.960","97","3.613","88"
"Saarland","38.744","182","3.926","1.078","109","967","98"
"Sachsen","272.458","851","6.691","7.037","173","9.269","228"
"Sachsen-Anhalt","94.285","310","4.296","2.679","122","3.164","144"
"Schleswig-Holstein","60.509","181","2.084","1.452","50","1.527","53"
"Thüringen","121.395","458","5.690","3.841","180","3.956","185"
"Gesamt","3.520.329","12.656","4.233","98.660","119","84.775","102"
