"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","339.011 
2.000 
3.054","9.884 
89","8.510 
76,7"
"Bayern","467.890 
2.832 
3.565","13.227 
101","12.937 
98,6"
"Berlin","137.025 
629 
3.734","3.207 
87","2.966 
80,8"
"Brandenburg","82.013 
657 
3.252","2.538 
101","3.220 
127,7"
"Bremen","19.419 
147 
2.851","642 
94","390 
57,3"
"Hamburg","56.256 
781 
3.045","1.677 
91","1.342 
72,6"
"Hessen","203.264 
1.399 
3.233","6.668 
106","6.119 
97,3"
"Mecklenburg-
Vorpommern","27.477 
188 
1.709","1.025 
64","823 
51,2"
"Niedersachsen","181.035 
1.431 
2.265","6.675 
84","4.690 
58,7"
"Nordrhein-
Westfalen","571.420 
3.473 
3.184","17.306 
96","13.838 
77,1"
"Rheinland-Pfalz","108.681 
595 
2.655","2.831 
69","3.243 
79,2"
"Saarland","30.513 
105 
3.092","554 
56","916 
92,8"
"Sachsen","206.927 
1.511 
5.082","5.174 
127","8.186 
201,0"
"Sachsen-Anhalt","66.712 
594 
3.040","2.428 
111","2.619 
119,3"
"Schleswig-Holstein","46.386 
290 
1.597","1.653 
57","1.398 
48,1"
"Thüringen","85.721 
850 
4.018","3.987 
187","3.161 
148,2"
"Gesamt","2.629.750 
17.482 
3.162","79.476 
96","74.358 
89,4"
