"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","182.958 
3.798 
1.648","19.418 
175","3.353 
30,2"
"Bayern","253.069 
4.390 
1.928","25.296 
193","4.812 
36,7"
"Berlin","77.208 
1.004 
2.104","6.243 
170","790 
21,5"
"Brandenburg","25.818 
908 
1.024","3.147 
125","477 
18,9"
"Bremen","11.488 
122 
1.686","870 
128","150 
22,0"
"Hamburg","28.620 
418 
1.549","2.003 
108","462 
25,0"
"Hessen","105.934 
3.117 
1.685","10.870 
173","1.716 
27,3"
"Mecklenburg-
Vorpommern","7.870 
273 
489","1.257 
78","96 
6,0"
"Niedersachsen","83.935 
1.614 
1.050","6.879 
86","1.403 
17,6"
"Nordrhein-
Westfalen","310.932 
5.468 
1.732","28.524 
159","4.422 
24,6"
"Rheinland-Pfalz","54.969 
1.502 
1.343","6.272 
153","837 
20,4"
"Saarland","15.460 
282 
1.567","1.684 
171","296 
30,0"
"Sachsen","82.226 
3.522 
2.019","13.930 
342","1.591 
39,1"
"Sachsen-Anhalt","17.703 
616 
807","2.967 
135","263 
12,0"
"Schleswig-Holstein","17.515 
411 
603","2.110 
73","290 
10,0"
"Thüringen","24.811 
993 
1.163","4.474 
210","508 
23,8"
"Gesamt","1.300.516 
28.438 
1.564","135.944 
163","21.466 
25,8"
