"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","40,031 
202 
362","1,369 
12.4","1,863 
16.8"
"Bavaria","54,858 
41 
420","1,817 
13.9","2,633 
20.1"
"Berlin","10,717 
62 
286","450 
12.0","226 
6.0"
"Brandenburg","3,787 
3 
151","83 
3.3","169 
6.7"
"Bremen","1,900 
7 
278","59 
8.6","56 
8.2"
"Hamburg","6,019 
0 
327","112 
6.1","265 
14.4"
"Hesse","14,587 
178 
233","1,089 
17.4","528 
8.4"
"Mecklenburg-Western  
Pomerania","992 
3 
62","21 
1.3","20 
1.2"
"Lower Saxony","16,055 
36 
201","572 
7.2","659 
8.3"
"North Rhine-
Westphalia","56,784 
185 
317","2,153 
12.0","1,798 
10.0"
"Rhineland-Palatinate","8,615 
13 
211","442 
10.8","242 
5.9"
"Saarland","3,071 
16 
310","70 
7.1","174 
17.6"
"Saxony","5,820 
14 
143","81 
2.0","225 
5.5"
"Saxony-Anhalt","2,179 
9 
99","54 
2.4","65 
2.9"
"Schleswig-Holstein","3,902 
12 
135","108 
3.7","160 
5.5"
"Thuringia","3,547 
1 
166","48 
2.2","186 
8.7"
"Total 
232,864 
782 
280 
8,528 
10.3 
9,269 
11.2","","",""
