"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","367.675","2.722","3.312","14.538","131","8.728","78,6"
"Bayern","503.897","3.348","3.839","18.421","140","13.291","101,3"
"Berlin","147.463","1.206","4.019","4.799","131","3.070","83,7"
"Brandenburg","89.194","730","3.537","3.803","151","3.309","131,2"
"Bremen","21.129","159","3.102","855","126","406","59,6"
"Hamburg","61.798","541","3.345","2.507","136","1.393","75,4"
"Hessen","221.480","1.996","3.522","8.978","143","6.351","101,0"
"Mecklenburg-
Vorpommern","30.956","306","1.925","1.490","93","871","54,2"
"Niedersachsen","199.767","1.660","2.499","8.627","108","4.891","61,2"
"Nordrhein-Westfalen","617.617","4.670","3.441","23.107","129","14.269","79,5"
"Rheinland-Pfalz","117.676","881","2.874","4.609","113","3.334","81,4"
"Saarland","32.035","112","3.246","834","85","927","93,9"
"Sachsen","223.859","1.595","5.498","7.723","190","8.405","206,4"
"Sachsen-Anhalt","73.899","736","3.367","3.597","164","2.725","124,2"
"Schleswig-Holstein","50.354","358","1.734","2.147","74","1.438","49,5"
"Thüringen","96.262","868","4.512","5.433","255","3.367","157,8"
"Gesamt","2.855.061","21.888","3.433","111.468","134","76.775","92,3"
