"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","145,615 
2,737 
1,312","14,251 
128","2,671 
24.1"
"Bavaria","201,950 
3,962 
1,539","22,410 
171","3,759 
28.6"
"Berlin","63,064 
1,400 
1,719","6,985 
190","539 
14.7"
"Brandenburg","18,197 
551 
722","2,413 
96","329 
13.0"
"Bremen*","9,868 
228 
1,449","826 
121","116 
17.0"
"Hamburg","24,305 
254 
1,316","1,393 
75","368 
19.9"
"Hesse","84,845 
1,594 
1,349","9,562 
152","1,232 
19.6"
"Mecklenburg- 
Western Pomerania","5,820 
125 
362","744 
46","61 
3.8"
"Lower Saxony","69,948 
875 
1,731","6,841 
86","1,140 
14.3"
"North Rhine-Westphalia","255,115 
4,231 
1,421","26,092 
145","3,380 
18.8"
"Rhineland-Palatinate","42,670 
988 
1,042","5,109 
125","508 
12.4"
"Saarland","12,237 
196 
1,240","903 
91","250 
25.3"
"Saxony","52,411 
2,556 
1,287","9,152 
225","858 
21.1"
"Saxony-Anhalt","11,667 
378 
532","1,898 
86","160 
7.3"
"Schleswig-Holstein","14,013 
223 
483","1,339 
46","249 
8.6"
"Thuringia","16,364 
541 
767","3,068 
144","345 
16.2"
"Total","1,028,089 
21,695 
1,236","112,986 
136","15,965 
19.2"
