"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","37.896 
105 
342","377 
3,4","1.858 
16,8"
"Bayern","51.946 
98 
397","578 
4,4","2.627 
20,1"
"Berlin","9.740 
42 
260","355 
9,5","224 
6,0"
"Brandenburg","3.634 
7 
145","50 
2,0","169 
6,7"
"Bremen","1.809 
5 
265","23 
3,4","56 
8,2"
"Hamburg","5.691 
13 
309","201 
10,9","262 
14,2"
"Hessen","12.815 
78 
205","594 
9,5","525 
8,4"
"Mecklenburg-
Vorpommern","943 
5 
59","56 
3,5","20 
1,2"
"Niedersachsen","15.056 
82 
189","377 
4,7","654 
8,2"
"Nordrhein-
Westfalen","52.175 
413 
291","2.348 
13,1","1.763 
9,8"
"Rheinland-
Pfalz","7.871 
39 
193","270 
6,6","239 
5,9"
"Saarland","2.942 
12 
297","50 
5,0","174 
17,6"
"Sachsen","5.655 
23 
139","92 
2,3","225 
5,5"
"Sachsen-
Anhalt*","2.068 
7 
94","34 
1,5","64 
2,9"
"Schleswig-
Holstein","3.620 
32 
125","126 
4,3","158 
5,5"
"Thüringen","3.432 
5 
160","45 
2,1","183 
8,5"
"Gesamt","217.293 
966 
261","5.576 
6,7","9.201 
11,1"
