"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","500.702","133","4.511","693","6,2","10.261","92"
"Bayern","647.616","125","4.934","788","6,0","15.262","116"
"Berlin","180.209","44","4.911","203","5,5","3.560","97"
"Brandenburg","108.702","18","4.310","70","2,8","3.806","151"
"Bremen","27.449","9","4.029","41","6,0","486","71"
"Hamburg","77.369","28","4.188","143","7,7","1.596","86"
"Hessen","290.935","87","4.627","463","7,4","7.521","120"
"Mecklenburg-
Vorpommern","44.154","8","2.746","27","1,7","1.156","72"
"Niedersachsen","261.055","53","3.266","235","2,9","5.764","72"
"Nordrhein-Westfalen","816.330","223","4.549","1.015","5,7","17.151","96"
"Rheinland-Pfalz","155.220","44","3.791","204","5,0","3.890","95"
"Saarland","41.486","14","4.204","68","6,9","1.020","103"
"Sachsen","285.886","67","7.021","115","2,8","10.081","248"
"Sachsen-Anhalt","99.238","9","4.522","22","1,0","3.428","156"
"Schleswig-Holstein","63.906","17","2.201","97","3,3","1.621","56"
"Thüringen","128.776","13","6.036","74","3,5","4.335","203"
"Gesamt","3.729.033","892","4.484","4.258","5,1","90.938","109"
