"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","142.878 
3110 
1287","14.344 
129","2.626 
23,7"
"Bayern","197.988 
4455 
1509","22.511 
172","3.699 
28,2"
"Berlin","61.664 
1110 
1680","7.068 
193","527 
14,4"
"Brandenburg","17.646 
635 
700","2.383 
94","316 
12,5"
"Bremen","9.640 
-2 
1415","756 
111","114 
16,7"
"Hamburg*","24.051 
721 
1302","1.612 
87","358 
19,4"
"Hessen","83.251 
1924 
1324","9.873 
157","1.199 
19,1"
"Mecklenburg-
Vorpommern","5.695 
185 
354","755 
47","58 
3,6"
"Niedersachsen","68.217 
1415 
853","6.570 
82","1.104 
13,8"
"Nordrhein-Westfalen","250.884 
5013 
1398","26.919 
150","3.306 
18,4"
"Rheinland-Pfalz","41.682 
835 
1018","5.250 
128","491 
12,0"
"Saarland","12.041 
81 
1220","876 
89","249 
25,2"
"Sachsen","49.855 
2165 
1224","8.201 
201","800 
19,6"
"Sachsen-Anhalt","11.289 
359 
514","1.826 
83","154 
7,0"
"Schleswig-Holstein","13.790 
226 
475","1.384 
48","245 
8,4"
"Thüringen","15.823 
574 
742","3.179 
149","340 
15,9"
"Gesamt","1.006.394 
22.806 
1210","113.507 
136","15.586 
18,7"
