"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","502.187","226","4.524","891","8,0","10.328","93"
"Bayern","649.597","264","4.949","1.159","8,8","15.299","117"
"Berlin","180.885","146","4.929","426","11,6","3.568","97"
"Brandenburg","108.890","19","4.318","130","5,2","3.815","151"
"Bremen","27.588","12","4.050","73","10,7","488","72"
"Hamburg","77.773","49","4.210","190","10,3","1.603","87"
"Hessen","292.135","151","4.646","660","10,5","7.563","120"
"Mecklenburg-
Vorpommern","44.218","12","2.750","48","3,0","1.164","72"
"Niedersachsen","261.998","155","3.278","562","7,0","5.801","73"
"Nordrhein-Westfalen","819.026","380","4.564","1.687","9,4","17.236","96"
"Rheinland-Pfalz","155.871","114","3.807","379","9,3","3.895","95"
"Saarland","41.650","18","4.220","66","6,7","1.030","104"
"Sachsen","286.111","26","7.026","118","2,9","10.110","248"
"Sachsen-Anhalt","99.310","8","4.525","51","2,3","3.433","156"
"Schleswig-Holstein","64.186","49","2.210","165","5,7","1.627","56"
"Thüringen","128.900","13","6.042","71","3,3","4.359","204"
"Gesamt","3.740.325","1.642","4.497","6.676","8,0","91.319","110"
