"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","330.253 
1.520 
2.975","7.714 
69","8.408 
75,7"
"Bayern","456.084 
1.967 
3.475","10.762 
82","12.810 
97,6"
"Berlin","134.026 
645 
3.652","2.257 
62","2.932 
79,9"
"Brandenburg","79.749 
301 
3.162","1.849 
73","3.146 
124,7"
"Bremen","18.852 
94 
2.767","435 
64","378 
55,5"
"Hamburg","54.591 
339 
2.955","1.412 
76","1.328 
71,9"
"Hessen","197.413 
1.055 
3.139","5.114 
81","6.028 
95,9"
"Mecklenburg-
Vorpommern","26.525 
160 
1.649","934 
58","804 
50,0"
"Niedersachsen","174.917 
1.246 
2.188","5.547 
69","4.581 
57,3"
"Nordrhein-
Westfalen","556.298 
2.504 
3.100","13.627 
76","13.644 
76,0"
"Rheinland-Pfalz","106.165 
462 
2.593","2.202 
54","3.210 
78,4"
"Saarland","29.987 
155 
3.039","557 
56","911 
92,3"
"Sachsen","202.017 
987 
4.961","4.093 
101","8.111 
199,2"
"Sachsen-Anhalt","64.486 
417 
2.938","2.107 
96","2.575 
117,3"
"Schleswig-Holstein","44.957 
234 
1.548","1.411 
49","1.372 
47,2"
"Thüringen","82.135 
588 
3.850","3.244 
152","3.063 
143,6"
"Gesamt","2.558.455 
12.674 
3.076","63.265 
76","73.301 
88,1"
