"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","477.881","1.392","4.305","11.356","102","9.694","87,3"
"Bayern","625.375","1.521","4.765","10.823","82","14.585","111,1"
"Berlin","175.192","173","4.774","2.456","67","3.399","92,6"
"Brandenburg","106.476","195","4.222","1.557","62","3.673","145,6"
"Bremen","26.530","58","3.895","426","63","468","68,7"
"Hamburg","74.889","65","4.054","909","49","1.533","83,0"
"Hessen","279.036","685","4.438","5.847","93","7.128","113,4"
"Mecklenburg-
Vorpommern","42.903","111","2.668","933","58","1.078","67,0"
"Niedersachsen","252.095","623","3.154","4.725","59","5.473","68,5"
"Nordrhein-Westfalen","784.628","2.117","4.372","15.879","88","16.235","90,5"
"Rheinland-Pfalz","148.768","372","3.634","3.120","76","3.642","89,0"
"Saarland","39.610","150","4.014","881","89","978","99,1"
"Sachsen","277.820","386","6.823","4.540","111","9.374","230,2"
"Sachsen-Anhalt","96.337","171","4.389","1.838","84","3.217","146,6"
"Schleswig-Holstein","61.608","140","2.122","1.061","37","1.564","53,9"
"Thüringen","124.286","341","5.826","2.721","128","4.055","190,1"
"Gesamt","3.593.434","8.500","4.321","69.072","83","86.096","103,5"
