"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 05 
Meldewoche 06 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","6.881 
62","5.417 
49","-1.464 
-21%"
"Bayern","10.240 
78","7.746 
59","-2.494 
-24%"
"Berlin","2.698 
74","2.162 
59","-536 
-20%"
"Brandenburg","2.321 
92","1.908 
76","-413 
-18%"
"Bremen","567 
83","432 
63","-135 
-24%"
"Hamburg","1.340 
73","1.284 
70","-56 
-4%"
"Hessen","5.065 
81","3.549 
56","-1.516 
-30%"
"Mecklenburg-Vorpommern","1.354 
84","1.049 
65","-305 
-23%"
"Niedersachsen","5.728 
72","5.279 
66","-449 
-8%"
"Nordrhein-Westfalen","13.165 
73","10.217 
57","-2.948 
-22%"
"Rheinland-Pfalz","2.685 
66","2.123 
52","-562 
-21%"
"Saarland","1.121 
114","700 
71","-421 
-38%"
"Sachsen","4.238 
104","2.915 
72","-1.323 
-31%"
"Sachsen-Anhalt","2.634 
120","1.793 
82","-841 
-32%"
"Schleswig-Holstein","1.796 
62","1.676 
58","-120 
-7%"
"Thüringen","3.072 
144","2.229 
104","-843 
-27%"
"Gesamt 
64.905 
78 
50.479 
61 
-14.426 
-22%","","",""
