"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","41.248 
284 
373","1.518 
13,7","1.864 
16,8"
"Bayern","56.639 
448 
433","1.967 
15,0","2.636 
20,2"
"Berlin","11.011 
77 
294","385 
10,3","226 
6,0"
"Brandenburg","3.857 
18 
154","75 
3,0","169 
6,7"
"Bremen","1.958 
14 
287","74 
10,8","56 
8,2"
"Hamburg","6.167 
30 
335","139 
7,5","266 
14,4"
"Hessen","15.232 
127 
243","930 
14,8","530 
8,5"
"Mecklenburg-
Vorpommern","1.001 
2 
62","16 
1,0","20 
1,2"
"Niedersachsen","16.506 
87 
207","500 
6,3","660 
8,3"
"Nordrhein-Westfalen","58.187 
361 
324","1.888 
10,5","1.808 
10,1"
"Rheinland-Pfalz","8.874 
32 
217","338 
8,3","243 
5,9"
"Saarland","3.112 
17 
314","55 
5,6","174 
17,6"
"Sachsen","5.905 
39 
145","101 
2,5","225 
5,5"
"Sachsen-Anhalt","2.218 
9 
100","50 
2,3","65 
2,9"
"Schleswig-Holstein","4.000 
19 
138","122 
4,2","160 
5,5"
"Thüringen","3.592 
7 
168","53 
2,5","186 
8,7"
"Gesamt","239.507 
1.571 
288","8.211 
9,9","9.288 
11,2"
