"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Total 
Cases/ 
Cases in 
Number of 
Number of 
incidence/ 
Number of 
Federal State 
number of 
100,000 
the last 
deaths/ 
new cases 
100,000 
deaths 
cases 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","279,479 
2,353 
2,518","10,979 
99","6,419 
57.8"
"Bavaria","383,107 
2,812 
2,919","15,715 
120","9,282 
70.7"
"Berlin","114,606 
731 
3,123","4,245 
116","1,957 
53.3"
"Brandenburg*","60,825 
1,340 
2,412","5,126 
203","1,805 
71.6"
"Bremen","15,151 
124 
2,224","522 
77","240 
35.2"
"Hamburg","43,613 
285 
2,361","1,527 
83","950 
51.4"
"Hesse","162,321 
1,583 
2,581","7,499 
119","4,257 
67.7"
"Mecklenburg- 
Western Pomerania","17,553 
383 
1,092","1,824 
113","340 
21.1"
"Lower Saxony","132,095 
1,628 
1,653","7,216 
90","2,829 
35.4"
"North Rhine-Westphalia","460,709 
3,854 
2,567","19,851 
111","9,635 
53.7"
"Rhineland-Palatinate","87,040 
916 
2,126","4,144 
101","2,187 
53.4"
"Saarland","23,628 
208 
2,394","1,074 
109","645 
65.4"
"Saxony","170,784 
1,841 
4,194","7,572 
186","5,433 
133.4"
"Saxony-Anhalt","45,448 
954 
2,071","4,286 
195","1,289 
58.7"
"Schleswig-Holstein","32,297 
455 
1,112","2,565 
88","707 
24.3"
"Thuringia","59,744 
931 
2,800","4,801 
225","1,808 
84.7"
"Total","2,088,400 
20,398 
2,511","98,946 
119","49,783 
59.9"
