"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","293.116 
1.298 
2.641","8.235 
74","7.039 
63,4"
"Bayern","402.173 
1.669 
3.064","11.847 
90","10.379 
79,1"
"Berlin","119.844 
330 
3.266","3.088 
84","2.268 
61,8"
"Brandenburg*","68.174 
338 
2.703","3.159 
125","2.282 
90,5"
"Bremen","15.971 
86 
2.345","566 
83","268 
39,3"
"Hamburg","46.264 
249 
2.504","1.512 
82","1.071 
58,0"
"Hessen","171.823 
940 
2.733","5.811 
92","4.812 
76,5"
"Mecklenburg-
Vorpommern","19.848 
166 
1.234","1.504 
94","448 
27,9"
"Niedersachsen","142.097 
1.012 
1.778","5.750 
72","3.278 
41,0"
"Nordrhein-
Westfalen","485.893 
2.437 
2.707","15.300 
85","10.784 
60,1"
"Rheinland-Pfalz**","92.638 
927 
2.263","3.209 
78","2.515 
61,4"
"Saarland","25.712 
262 
2.605","1.203 
122","736 
74,6"
"Sachsen","179.740 
587 
4.414","4.889 
120","6.288 
154,4"
"Sachsen-Anhalt","51.620 
99 
2.352","3.149 
143","1.712 
78,0"
"Schleswig-Holstein","36.021 
304 
1.240","2.304 
79","877 
30,2"
"Thüringen","65.429 
488 
3.067","3.504 
164","2.188 
102,6"
"Gesamt*","2.216.363 
11.192 
2.665","75.030 
90","56.945 
68,5"
